seed,MAX_CANDS,user,model,target,rank,HR@10,MRR@10,nDCG@10,feasible
999,all,เอกชน11,CBF-bge-m3,รำซัดชาตรี,1,1.0,1.0,1.0,1
999,all,เอกชน12,CBF-bge-m3,ชาวดอย,2,1.0,0.5,0.6309297535714575,1
999,all,เอกชน13,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,1,1.0,1.0,1.0,1
999,all,เอกชน14,CBF-bge-m3,ฟ้อนหมากกั๊บแก๊บลำเพลิน,1,1.0,1.0,1.0,1
999,all,เอกชน15,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
999,all,เอกชน16,CBF-bge-m3,โนรา,1,1.0,1.0,1.0,1
999,all,เอกชน17,CBF-bge-m3,รำเถิดเทิง,1,1.0,1.0,1.0,1
999,all,เอกชน18,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
999,all,เอกชน19,CBF-bge-m3,รำเถิดเทิง,1,1.0,1.0,1.0,1
999,all,เอกชน2,CBF-bge-m3,ฟ้อนที,4,1.0,0.25,0.43067655807339306,1
999,all,เอกชน20,CBF-bge-m3,วิรัชสราญรมย์,3,1.0,0.3333333333333333,0.5,1
999,all,เอกชน21,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
999,all,เอกชน22,CBF-bge-m3,ระบำชาวนา,1,1.0,1.0,1.0,1
999,all,เอกชน23,CBF-bge-m3,รำพลายชุมพล,1,1.0,1.0,1.0,1
999,all,เอกชน24,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
999,all,เอกชน25,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,1,1.0,1.0,1.0,1
999,all,เอกชน26,CBF-bge-m3,สักการะเทวราช,1,1.0,1.0,1.0,1
999,all,เอกชน27,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,3,1.0,0.3333333333333333,0.5,1
999,all,เอกชน28,CBF-bge-m3,นาฏ ณ วัง,1,1.0,1.0,1.0,1
999,all,เอกชน29,CBF-bge-m3,รองเง็ง,1,1.0,1.0,1.0,1
999,all,เอกชน3,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
999,all,เอกชน30,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
999,all,เอกชน31,CBF-bge-m3,รำมโนห์ราบูชายัญ,1,1.0,1.0,1.0,1
999,all,เอกชน32,CBF-bge-m3,รำวงมาตรฐาน,1,1.0,1.0,1.0,1
999,all,เอกชน33,CBF-bge-m3,รองเง็ง,1,1.0,1.0,1.0,1
999,all,เอกชน34,CBF-bge-m3,รำวงมาตรฐาน,1,1.0,1.0,1.0,1
999,all,เอกชน35,CBF-bge-m3,รำวงมาตรฐาน,1,1.0,1.0,1.0,1
999,all,เอกชน36,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
999,all,เอกชน37,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
999,all,เอกชน38,CBF-bge-m3,พลองไม้สั้น,52,0.0,0.0,0.0,1
999,all,เอกชน39,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
999,all,เอกชน4,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,2,1.0,0.5,0.6309297535714575,1
999,all,เอกชน40,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
999,all,เอกชน41,CBF-bge-m3,ระบำกรับ,22,0.0,0.0,0.0,1
999,all,เอกชน42,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
999,all,เอกชน43,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
999,all,เอกชน44,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
999,all,เอกชน45,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
999,all,เอกชน46,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พาลีสอนน้อง,1,1.0,1.0,1.0,1
999,all,เอกชน47,CBF-bge-m3,ล่องใต้,1,1.0,1.0,1.0,1
999,all,เอกชน48,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
999,all,เอกชน49,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
999,all,เอกชน5,CBF-bge-m3,ระบำตารีกีปัส,1,1.0,1.0,1.0,1
999,all,เอกชน50,CBF-bge-m3,ล่องใต้,1,1.0,1.0,1.0,1
999,all,เอกชน51,CBF-bge-m3,ฟ้อนจันทราพาฝัน,1,1.0,1.0,1.0,1
999,all,เอกชน52,CBF-bge-m3,เซิ้งตังหวาย,1,1.0,1.0,1.0,1
999,all,เอกชน53,CBF-bge-m3,กินนรีร่อนออกมโนราห์บูชายัญ,1,1.0,1.0,1.0,1
999,all,เอกชน54,CBF-bge-m3,ระบำเก็บใบชา,1,1.0,1.0,1.0,1
999,all,เอกชน55,CBF-bge-m3,ฟ้อนดวงเดือน,1,1.0,1.0,1.0,1
999,all,เอกชน56,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน สุครีพถอนต้นรัง,3,1.0,0.3333333333333333,0.5,1
999,all,เอกชน57,CBF-bge-m3,ระบำศรีชยสิงห์,1,1.0,1.0,1.0,1
999,all,เอกชน58,CBF-bge-m3,ระบำศรีชยสิงห์,1,1.0,1.0,1.0,1
999,all,เอกชน59,CBF-bge-m3,ระบำฉิ่ง,1,1.0,1.0,1.0,1
999,all,เอกชน6,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
999,all,เอกชน60,CBF-bge-m3,ระบำศรีชยสิงห์,1,1.0,1.0,1.0,1
999,all,เอกชน61,CBF-bge-m3,กรุงเทพ,1,1.0,1.0,1.0,1
999,all,เอกชน7,CBF-bge-m3,ระบำตารีกีปัส,1,1.0,1.0,1.0,1
999,all,เอกชน8,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
999,all,เอกชน9,CBF-bge-m3,ฟ้อนภูไท,1,1.0,1.0,1.0,1
2024,all,บุคคล1,CBF-bge-m3,กินนรีร่อนออกมโนราห์บูชายัญ,1,1.0,1.0,1.0,1
2024,all,บุคคล10,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,บุคคล11,CBF-bge-m3,นักษัตร,3,1.0,0.3333333333333333,0.5,1
2024,all,บุคคล12,CBF-bge-m3,ฟ้อนเจิง,1,1.0,1.0,1.0,1
2024,all,บุคคล13,CBF-bge-m3,กรุงเทพ,2,1.0,0.5,0.6309297535714575,1
2024,all,บุคคล14,CBF-bge-m3,ฟ้อนขันดอก,3,1.0,0.3333333333333333,0.5,1
2024,all,บุคคล15,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,5,1.0,0.2,0.38685280723454163,1
2024,all,บุคคล16,CBF-bge-m3,ฟ้อนสาวไหม,1,1.0,1.0,1.0,1
2024,all,บุคคล17,CBF-bge-m3,ระบำสุโขทัย,2,1.0,0.5,0.6309297535714575,1
2024,all,บุคคล18,CBF-bge-m3,รองเง็ง,2,1.0,0.5,0.6309297535714575,1
2024,all,บุคคล19,CBF-bge-m3,ระบำทวารวดี,1,1.0,1.0,1.0,1
2024,all,บุคคล2,CBF-bge-m3,ระบำตารีบุหงา,1,1.0,1.0,1.0,1
2024,all,บุคคล20,CBF-bge-m3,เซิ้งไทภูเขา,1,1.0,1.0,1.0,1
2024,all,บุคคล21,CBF-bge-m3,ฟ้อนมาลัย,1,1.0,1.0,1.0,1
2024,all,บุคคล22,CBF-bge-m3,รับขวัญข้าว,1,1.0,1.0,1.0,1
2024,all,บุคคล23,CBF-bge-m3,ระบำชาวนา,1,1.0,1.0,1.0,1
2024,all,บุคคล24,CBF-bge-m3,ฟ้อนมาลัย,1,1.0,1.0,1.0,1
2024,all,บุคคล25,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,2,1.0,0.5,0.6309297535714575,1
2024,all,บุคคล26,CBF-bge-m3,ฟ้อนมาลัย,1,1.0,1.0,1.0,1
2024,all,บุคคล27,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
2024,all,บุคคล28,CBF-bge-m3,ระบำทวารวดี,3,1.0,0.3333333333333333,0.5,1
2024,all,บุคคล29,CBF-bge-m3,รำซัดชาตรี,4,1.0,0.25,0.43067655807339306,1
2024,all,บุคคล3,CBF-bge-m3,กลองสะบัดชัย,10,1.0,0.1,0.2890648263178879,1
2024,all,บุคคล30,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
2024,all,บุคคล31,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
2024,all,บุคคล32,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,บุคคล33,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,2,1.0,0.5,0.6309297535714575,1
2024,all,บุคคล34,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,8,1.0,0.125,0.31546487678572877,1
2024,all,บุคคล35,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1.0,1.0,1.0,1
2024,all,บุคคล36,CBF-bge-m3,รำซัดชาตรี,3,1.0,0.3333333333333333,0.5,1
2024,all,บุคคล37,CBF-bge-m3,รำซัดชาตรี,1,1.0,1.0,1.0,1
2024,all,บุคคล38,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,1,1.0,1.0,1.0,1
2024,all,บุคคล39,CBF-bge-m3,กีปัสเรนัง,1,1.0,1.0,1.0,1
2024,all,บุคคล4,CBF-bge-m3,กีปัสเรนัง,1,1.0,1.0,1.0,1
2024,all,บุคคล40,CBF-bge-m3,ลีลาหมากแก๊ป,1,1.0,1.0,1.0,1
2024,all,บุคคล5,CBF-bge-m3,ฟ้อนผาง,1,1.0,1.0,1.0,1
2024,all,บุคคล6,CBF-bge-m3,กินนรีร่อนออกมโนราห์บูชายัญ,1,1.0,1.0,1.0,1
2024,all,บุคคล7,CBF-bge-m3,จตุรภาคี,1,1.0,1.0,1.0,1
2024,all,บุคคล8,CBF-bge-m3,เซิ้งกระติบข้าว,1,1.0,1.0,1.0,1
2024,all,บุคคล9,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,ราชการ1,CBF-bge-m3,กระทบสากหรือกระทบไม้,1,1.0,1.0,1.0,1
2024,all,ราชการ10,CBF-bge-m3,ฟ้อนหมากกั๊บแก๊บลำเพลิน,2,1.0,0.5,0.6309297535714575,1
2024,all,ราชการ11,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
2024,all,ราชการ12,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน สุครีพถอนต้นรัง,1,1.0,1.0,1.0,1
2024,all,ราชการ13,CBF-bge-m3,ฟ้อนดวงเดือน,1,1.0,1.0,1.0,1
2024,all,ราชการ14,CBF-bge-m3,รำพลายชุมพล,1,1.0,1.0,1.0,1
2024,all,ราชการ15,CBF-bge-m3,นาฏ ณ วัง,1,1.0,1.0,1.0,1
2024,all,ราชการ16,CBF-bge-m3,กินนรีร่อนออกมโนราห์บูชายัญ,1,1.0,1.0,1.0,1
2024,all,ราชการ17,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,4,1.0,0.25,0.43067655807339306,1
2024,all,ราชการ18,CBF-bge-m3,รำพลายชุมพล,2,1.0,0.5,0.6309297535714575,1
2024,all,ราชการ19,CBF-bge-m3,นาฏยมวยไทย,1,1.0,1.0,1.0,1
2024,all,ราชการ2,CBF-bge-m3,กระทบสากหรือกระทบไม้,1,1.0,1.0,1.0,1
2024,all,ราชการ20,CBF-bge-m3,รำวงมาตรฐาน,1,1.0,1.0,1.0,1
2024,all,ราชการ21,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,2,1.0,0.5,0.6309297535714575,1
2024,all,ราชการ22,CBF-bge-m3,ฟ้อนเทียน,1,1.0,1.0,1.0,1
2024,all,ราชการ23,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,2,1.0,0.5,0.6309297535714575,1
2024,all,ราชการ24,CBF-bge-m3,ชาติพันธุ์สราญ,1,1.0,1.0,1.0,1
2024,all,ราชการ25,CBF-bge-m3,ฟ้อนสาวไหม,7,1.0,0.14285714285714285,0.3333333333333333,1
2024,all,ราชการ26,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,ราชการ27,CBF-bge-m3,ฟ้อนหมากกั๊บแก๊บลำเพลิน,1,1.0,1.0,1.0,1
2024,all,ราชการ28,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,ราชการ3,CBF-bge-m3,ระบำสุโขทัย,1,1.0,1.0,1.0,1
2024,all,ราชการ4,CBF-bge-m3,มวยคาดเชือก,2,1.0,0.5,0.6309297535714575,1
2024,all,ราชการ5,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1.0,1.0,1.0,1
2024,all,ราชการ6,CBF-bge-m3,หนุมานจับนางเบญกาย,1,1.0,1.0,1.0,1
2024,all,ราชการ7,CBF-bge-m3,ลายเกราะ,1,1.0,1.0,1.0,1
2024,all,ราชการ8,CBF-bge-m3,กินนรีร่อนออกมโนราห์บูชายัญ,1,1.0,1.0,1.0,1
2024,all,ราชการ9,CBF-bge-m3,ระบำฉิ่ง,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ1,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,4,1.0,0.25,0.43067655807339306,1
2024,all,องค์การระหว่างประเทศ10,CBF-bge-m3,นาฏยมวยไทย,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ11,CBF-bge-m3,เจ้าพระยานที,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ12,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ13,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ14,CBF-bge-m3,รำพลายชุมพล,2,1.0,0.5,0.6309297535714575,1
2024,all,องค์การระหว่างประเทศ15,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ16,CBF-bge-m3,มวยคาดเชือก,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ17,CBF-bge-m3,มวยคาดเชือก,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ18,CBF-bge-m3,ผืนไท,2,1.0,0.5,0.6309297535714575,1
2024,all,องค์การระหว่างประเทศ19,CBF-bge-m3,มวยคาดเชือก,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ2,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ20,CBF-bge-m3,รำพลายชุมพล,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ21,CBF-bge-m3,ผืนไท,2,1.0,0.5,0.6309297535714575,1
2024,all,องค์การระหว่างประเทศ22,CBF-bge-m3,เมขลา รามสูร,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ23,CBF-bge-m3,เมขลา รามสูร,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ24,CBF-bge-m3,เมขลา รามสูร,2,1.0,0.5,0.6309297535714575,1
2024,all,องค์การระหว่างประเทศ25,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ26,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ27,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ3,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ4,CBF-bge-m3,จตุรภาคี,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ5,CBF-bge-m3,จตุรภาคี,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ6,CBF-bge-m3,ระบำชุดไทยพระราชนิยม,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ7,CBF-bge-m3,เซิ้งตังหวาย,1,1.0,1.0,1.0,1
2024,all,องค์การระหว่างประเทศ8,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,2,1.0,0.5,0.6309297535714575,1
2024,all,องค์การระหว่างประเทศ9,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,1,1.0,1.0,1.0,1
2024,all,เอกชน1,CBF-bge-m3,ระบำศรีวิชัย,4,1.0,0.25,0.43067655807339306,1
2024,all,เอกชน10,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกแสงอาทิตย์,11,0.0,0.0,0.0,1
2024,all,เอกชน11,CBF-bge-m3,ระบำตารีกีปัส,2,1.0,0.5,0.6309297535714575,1
2024,all,เอกชน12,CBF-bge-m3,รำซัดชาตรี,1,1.0,1.0,1.0,1
2024,all,เอกชน13,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,2,1.0,0.5,0.6309297535714575,1
2024,all,เอกชน14,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,1,1.0,1.0,1.0,1
2024,all,เอกชน15,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
2024,all,เอกชน16,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
2024,all,เอกชน17,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
2024,all,เอกชน18,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,3,1.0,0.3333333333333333,0.5,1
2024,all,เอกชน19,CBF-bge-m3,โนรา,1,1.0,1.0,1.0,1
2024,all,เอกชน2,CBF-bge-m3,ฟ้อนที,4,1.0,0.25,0.43067655807339306,1
2024,all,เอกชน20,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
2024,all,เอกชน21,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
2024,all,เอกชน22,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
2024,all,เอกชน23,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,1,1.0,1.0,1.0,1
2024,all,เอกชน24,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,1,1.0,1.0,1.0,1
2024,all,เอกชน25,CBF-bge-m3,วิรัชสราญรมย์,9,1.0,0.1111111111111111,0.3010299956639812,1
2024,all,เอกชน26,CBF-bge-m3,นบนที,1,1.0,1.0,1.0,1
2024,all,เอกชน27,CBF-bge-m3,สักการะเทวราช,1,1.0,1.0,1.0,1
2024,all,เอกชน28,CBF-bge-m3,สักการะเทวราช,1,1.0,1.0,1.0,1
2024,all,เอกชน29,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,เอกชน3,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,1,1.0,1.0,1.0,1
2024,all,เอกชน30,CBF-bge-m3,ผืนไท,1,1.0,1.0,1.0,1
2024,all,เอกชน31,CBF-bge-m3,รำมโนห์ราบูชายัญ,1,1.0,1.0,1.0,1
2024,all,เอกชน32,CBF-bge-m3,โนรา,3,1.0,0.3333333333333333,0.5,1
2024,all,เอกชน33,CBF-bge-m3,รองเง็ง,1,1.0,1.0,1.0,1
2024,all,เอกชน34,CBF-bge-m3,ระบำทวารวดี,1,1.0,1.0,1.0,1
2024,all,เอกชน35,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
2024,all,เอกชน36,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
2024,all,เอกชน37,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
2024,all,เอกชน38,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
2024,all,เอกชน39,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
2024,all,เอกชน4,CBF-bge-m3,ชาติพันธุ์สราญ,1,1.0,1.0,1.0,1
2024,all,เอกชน40,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
2024,all,เอกชน41,CBF-bge-m3,พลองไม้สั้น,1,1.0,1.0,1.0,1
2024,all,เอกชน42,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
2024,all,เอกชน43,CBF-bge-m3,ระบำกรับ,1,1.0,1.0,1.0,1
2024,all,เอกชน44,CBF-bge-m3,ล่องใต้,1,1.0,1.0,1.0,1
2024,all,เอกชน45,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
2024,all,เอกชน46,CBF-bge-m3,ระบำกินรีร่อน,1,1.0,1.0,1.0,1
2024,all,เอกชน47,CBF-bge-m3,ระบำกินรีร่อน,1,1.0,1.0,1.0,1
2024,all,เอกชน48,CBF-bge-m3,ระบำกินรีร่อน,1,1.0,1.0,1.0,1
2024,all,เอกชน49,CBF-bge-m3,ฟ้อนผาง,1,1.0,1.0,1.0,1
2024,all,เอกชน5,CBF-bge-m3,เซิ้งไทภูเขา,1,1.0,1.0,1.0,1
2024,all,เอกชน50,CBF-bge-m3,ฟ้อนจันทราพาฝัน,1,1.0,1.0,1.0,1
2024,all,เอกชน51,CBF-bge-m3,ระบำร่อนแร่,1,1.0,1.0,1.0,1
2024,all,เอกชน52,CBF-bge-m3,ระบำเก็บใบชา,2,1.0,0.5,0.6309297535714575,1
2024,all,เอกชน53,CBF-bge-m3,ลายเกราะ,2,1.0,0.5,0.6309297535714575,1
2024,all,เอกชน54,CBF-bge-m3,ระบำร่อนแร่,1,1.0,1.0,1.0,1
2024,all,เอกชน55,CBF-bge-m3,ลายเกราะ,2,1.0,0.5,0.6309297535714575,1
2024,all,เอกชน56,CBF-bge-m3,ระบำเก็บใบชา,1,1.0,1.0,1.0,1
2024,all,เอกชน57,CBF-bge-m3,มวยคาดเชือก,1,1.0,1.0,1.0,1
2024,all,เอกชน58,CBF-bge-m3,เจ้าพระยานที,1,1.0,1.0,1.0,1
2024,all,เอกชน59,CBF-bge-m3,ระบำฉิ่ง,1,1.0,1.0,1.0,1
2024,all,เอกชน6,CBF-bge-m3,เซิ้งกระติบข้าว,1,1.0,1.0,1.0,1
2024,all,เอกชน60,CBF-bge-m3,ฟ้อนขันดอก,1,1.0,1.0,1.0,1
2024,all,เอกชน61,CBF-bge-m3,ฟ้อนเจิง,1,1.0,1.0,1.0,1
2024,all,เอกชน7,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,เอกชน8,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
2024,all,เอกชน9,CBF-bge-m3,ออเจ้าชาวกรุงศรี,1,1.0,1.0,1.0,1
555,all,บุคคล1,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
555,all,บุคคล10,CBF-bge-m3,กลองสะบัดชัย,1,1.0,1.0,1.0,1
555,all,บุคคล11,CBF-bge-m3,นักษัตร,4,1.0,0.25,0.43067655807339306,1
555,all,บุคคล12,CBF-bge-m3,ฟ้อนมาลัย,1,1.0,1.0,1.0,1
555,all,บุคคล13,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1.0,1.0,1.0,1
555,all,บุคคล14,CBF-bge-m3,เซิ้งโปงลาง,1,1.0,1.0,1.0,1
555,all,บุคคล15,CBF-bge-m3,ระบำตารีกีปัส,1,1.0,1.0,1.0,1
555,all,บุคคล16,CBF-bge-m3,กีปัสเรนัง,2,1.0,0.5,0.6309297535714575,1
555,all,บุคคล17,CBF-bge-m3,ฟ้อนผาง,1,1.0,1.0,1.0,1
555,all,บุคคล18,CBF-bge-m3,เซิ้งโปงลาง,1,1.0,1.0,1.0,1
555,all,บุคคล19,CBF-bge-m3,ระบำทวารวดี,2,1.0,0.5,0.6309297535714575,1
555,all,บุคคล2,CBF-bge-m3,ออเจ้าชาวกรุงศรี,1,1.0,1.0,1.0,1
555,all,บุคคล20,CBF-bge-m3,เซิ้งโปงลาง,2,1.0,0.5,0.6309297535714575,1
555,all,บุคคล21,CBF-bge-m3,รับขวัญข้าว,1,1.0,1.0,1.0,1
555,all,บุคคล22,CBF-bge-m3,ระบำสุโขทัย,1,1.0,1.0,1.0,1
555,all,บุคคล23,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
555,all,บุคคล24,CBF-bge-m3,ชาติพันธุ์สราญ,1,1.0,1.0,1.0,1
555,all,บุคคล25,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,6,1.0,0.16666666666666666,0.3562071871080222,1
555,all,บุคคล26,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
555,all,บุคคล27,CBF-bge-m3,เซิ้งสวิง,1,1.0,1.0,1.0,1
555,all,บุคคล28,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
555,all,บุคคล29,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,3,1.0,0.3333333333333333,0.5,1
555,all,บุคคล3,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน นารายณ์ปราบนนทก,2,1.0,0.5,0.6309297535714575,1
555,all,บุคคล30,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
555,all,บุคคล31,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
555,all,บุคคล32,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1.0,1.0,1.0,1
555,all,บุคคล33,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
555,all,บุคคล34,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1.0,1.0,1.0,1
555,all,บุคคล35,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
555,all,บุคคล36,CBF-bge-m3,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1.0,1.0,1.0,1
555,all,บุคคล37,CBF-bge-m3,รำซัดชาตรี,3,1.0,0.3333333333333333,0.5,1
555,all,บุคคล38,CBF-bge-m3,ฟ้อนรัก,1,1.0,1.0,1.0,1
