seed,MAX_CANDS,user_bin,model,nDCG@10_mean,HR@10_mean,MRR@10_mean,n_users
555,40,cold,CBF-bge-m3,0.8844163007421753,0.9682539682539683,0.8583774250440916,63
42,40,mid,CBF-bge-m3,0.811824514902145,0.9714285714285714,0.7593424036281179,70
123,40,mid,CBF-bge-m3,0.8659248344790923,1.0,0.8235884353741497,70
999,40,mid,CBF-bge-m3,0.8627194477054284,0.9857142857142858,0.8222789115646258,70
2024,40,mid,CBF-bge-m3,0.8656848835290756,0.9565217391304348,0.8345410628019323,69
555,40,mid,CBF-bge-m3,0.8731356166474512,0.9857142857142858,0.8369614512471655,70
42,40,heavy,CBF-bge-m3,0.8385663235854269,1.0,0.7856060606060605,22
123,40,heavy,CBF-bge-m3,0.9158505597444297,1.0,0.8878787878787878,22
999,40,heavy,CBF-bge-m3,0.88327089769252,0.9545454545454546,0.861111111111111,22
2024,40,heavy,CBF-bge-m3,0.8664949774003134,1.0,0.8232323232323232,22
555,40,heavy,CBF-bge-m3,0.846275758829588,1.0,0.7954545454545453,22
42,40,cold,CBF-SCT-KD-model-phayathaibert,0.8064131179939942,1.0,0.742640128968254,64
123,40,cold,CBF-SCT-KD-model-phayathaibert,0.7967747585459954,0.967741935483871,0.7394265232974911,62
999,40,cold,CBF-SCT-KD-model-phayathaibert,0.8173372085536696,0.96875,0.7662760416666667,64
2024,40,cold,CBF-SCT-KD-model-phayathaibert,0.8007454784849921,0.984375,0.7409474206349207,64
555,40,cold,CBF-SCT-KD-model-phayathaibert,0.80640706180881,0.9365079365079365,0.7644179894179894,63
42,40,mid,CBF-SCT-KD-model-phayathaibert,0.7567431026958416,0.9142857142857143,0.7061054421768708,70
123,40,mid,CBF-SCT-KD-model-phayathaibert,0.7785645987618557,0.9571428571428572,0.72140589569161,70
999,40,mid,CBF-SCT-KD-model-phayathaibert,0.8244447896422692,0.9714285714285714,0.7752380952380952,70
2024,40,mid,CBF-SCT-KD-model-phayathaibert,0.8527956706988072,0.9565217391304348,0.8188980906372211,69
555,40,mid,CBF-SCT-KD-model-phayathaibert,0.8026426870399559,0.9714285714285714,0.7488208616780045,70
42,40,heavy,CBF-SCT-KD-model-phayathaibert,0.6835813564562344,0.9545454545454546,0.5970238095238095,22
123,40,heavy,CBF-SCT-KD-model-phayathaibert,0.763145823010295,1.0,0.689069264069264,22
999,40,heavy,CBF-SCT-KD-model-phayathaibert,0.7841430378221003,0.9090909090909091,0.7451298701298703,22
2024,40,heavy,CBF-SCT-KD-model-phayathaibert,0.7797567621753313,0.9545454545454546,0.7196969696969696,22
555,40,heavy,CBF-SCT-KD-model-phayathaibert,0.711938623175424,0.9090909090909091,0.6458333333333333,22
42,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.8278579807811028,1.0,0.7733692956349206,64
123,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.7837389004886852,0.967741935483871,0.7234318996415772,62
999,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.7966016161908177,0.96875,0.7406436011904762,64
2024,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.8287161992686529,0.984375,0.7780753968253968,64
555,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.7550390415473016,0.9365079365079365,0.6982237339380197,63
42,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7217733151416414,0.9428571428571428,0.6510090702947846,70
123,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7261238759613082,0.9428571428571428,0.6554931972789115,70
999,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7789105487607944,0.9571428571428572,0.7226757369614513,70
2024,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7877650515279261,0.9565217391304348,0.7336093857832989,69
555,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7845525436890541,0.9714285714285714,0.7247165532879819,70
42,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.6715385861080766,0.9545454545454546,0.5814935064935065,22
123,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.771462642416601,0.9545454545454546,0.7098484848484848,22
999,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7463609932011845,0.9545454545454546,0.6819985569985569,22
2024,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.8233131593427565,1.0,0.7662878787878789,22
555,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7083815577126334,1.0,0.6197510822510822,22
42,40,cold,CF-EASE_R,0.6837702425739252,0.984375,0.5889446924603174,64
123,40,cold,CF-EASE_R,0.6702479431258366,0.9354838709677419,0.5829749103942652,62
999,40,cold,CF-EASE_R,0.6579130922167691,0.921875,0.573015873015873,64
2024,40,cold,CF-EASE_R,0.7110524356682442,0.9375,0.6384486607142857,64
555,40,cold,CF-EASE_R,0.6702867913703936,0.9365079365079365,0.5855757117661882,63
42,40,mid,CF-EASE_R,0.5056751608580464,0.8285714285714286,0.4046201814058957,70
123,40,mid,CF-EASE_R,0.5550601133896856,0.8571428571428571,0.46257369614512467,70
999,40,mid,CF-EASE_R,0.6697106158858251,0.9142857142857143,0.5929478458049887,70
2024,40,mid,CF-EASE_R,0.6394157071445754,0.8985507246376812,0.5573786519438693,69
555,40,mid,CF-EASE_R,0.6631163915187942,0.9142857142857143,0.5835430839002268,70
42,40,heavy,CF-EASE_R,0.5455562938774304,0.8181818181818182,0.45871212121212124,22
123,40,heavy,CF-EASE_R,0.7372585752239998,1.0,0.6554834054834054,22
999,40,heavy,CF-EASE_R,0.5790712256330788,0.8636363636363636,0.4931457431457431,22
2024,40,heavy,CF-EASE_R,0.545784900078544,0.9090909090909091,0.4272727272727273,22
555,40,heavy,CF-EASE_R,0.5646405561222669,0.8181818181818182,0.48394660894660896,22
42,40,cold,CF-BiasedMF,0.6305951385146155,0.9375,0.5348028273809524,64
123,40,cold,CF-BiasedMF,0.5599616358136416,0.9032258064516129,0.45234254992319506,62
999,40,cold,CF-BiasedMF,0.5429097591350112,0.84375,0.45032862103174603,64
2024,40,cold,CF-BiasedMF,0.6732019790002843,0.984375,0.5736297123015872,64
555,40,cold,CF-BiasedMF,0.5873938214009641,0.9365079365079365,0.4756298815822625,63
42,40,mid,CF-BiasedMF,0.5238740718404857,0.8571428571428571,0.42183673469387756,70
123,40,mid,CF-BiasedMF,0.46114408186087213,0.7857142857142857,0.3627834467120181,70
999,40,mid,CF-BiasedMF,0.4905766714351003,0.7857142857142857,0.40122448979591835,70
2024,40,mid,CF-BiasedMF,0.48572677696939265,0.7681159420289855,0.39802162410858066,69
555,40,mid,CF-BiasedMF,0.5569359717296599,0.8285714285714286,0.4715646258503402,70
42,40,heavy,CF-BiasedMF,0.43324007121618635,0.7272727272727273,0.3403318903318903,22
123,40,heavy,CF-BiasedMF,0.42974525328905566,0.5454545454545454,0.3901515151515151,22
999,40,heavy,CF-BiasedMF,0.5251491591774241,0.8636363636363636,0.4265151515151515,22
2024,40,heavy,CF-BiasedMF,0.4156530379603147,0.7727272727272727,0.31047979797979797,22
555,40,heavy,CF-BiasedMF,0.5555317503354604,0.7272727272727273,0.5031565656565656,22
42,40,cold,CF-BiasedMF-BPR,0.4271490483361643,0.734375,0.3300285218253968,64
123,40,cold,CF-BiasedMF-BPR,0.41164917348885355,0.7419354838709677,0.3083013312852022,62
999,40,cold,CF-BiasedMF-BPR,0.3564292763373904,0.65625,0.26305183531746035,64
2024,40,cold,CF-BiasedMF-BPR,0.42917268129837866,0.71875,0.3380084325396825,64
555,40,cold,CF-BiasedMF-BPR,0.4717187224127801,0.7777777777777778,0.3751889644746787,63
42,40,mid,CF-BiasedMF-BPR,0.43999008611272894,0.7714285714285715,0.33425736961451247,70
123,40,mid,CF-BiasedMF-BPR,0.3801178039296651,0.7428571428571429,0.26938208616780046,70
999,40,mid,CF-BiasedMF-BPR,0.40563057154188975,0.7571428571428571,0.2970634920634921,70
2024,40,mid,CF-BiasedMF-BPR,0.4620255038098639,0.782608695652174,0.3613469059121233,69
555,40,mid,CF-BiasedMF-BPR,0.41657307201526045,0.8,0.3000340136054422,70
42,40,heavy,CF-BiasedMF-BPR,0.34653748321463035,0.6818181818181818,0.24606782106782113,22
123,40,heavy,CF-BiasedMF-BPR,0.27209723368696354,0.5909090909090909,0.17727272727272728,22
999,40,heavy,CF-BiasedMF-BPR,0.2730774255896914,0.5909090909090909,0.18003246753246754,22
2024,40,heavy,CF-BiasedMF-BPR,0.2558810068026775,0.5454545454545454,0.16747835497835498,22
555,40,heavy,CF-BiasedMF-BPR,0.506215254572126,0.7727272727272727,0.4272005772005772,22
42,40,cold,CF-ItemKNN,0.8004236099135539,0.984375,0.7397693452380952,64
123,40,cold,CF-ItemKNN,0.834973322766302,0.9838709677419355,0.7866039426523298,62
999,40,cold,CF-ItemKNN,0.7850890833341599,0.953125,0.7296006944444444,64
2024,40,cold,CF-ItemKNN,0.8336120127854422,1.0,0.776971726190476,64
555,40,cold,CF-ItemKNN,0.8184197518698537,0.9523809523809523,0.7734315948601663,63
42,40,mid,CF-ItemKNN,0.7851601110126243,0.9714285714285714,0.724778911564626,70
123,40,mid,CF-ItemKNN,0.7540917373016844,0.9428571428571428,0.6918650793650792,70
999,40,mid,CF-ItemKNN,0.8194076207822841,0.9428571428571428,0.7782539682539682,70
2024,40,mid,CF-ItemKNN,0.7517930561612388,0.9420289855072463,0.689187945709685,69
555,40,mid,CF-ItemKNN,0.8002414918383173,0.9714285714285714,0.7435884353741496,70
42,40,heavy,CF-ItemKNN,0.7176201368159524,0.9545454545454546,0.6397727272727273,22
123,40,heavy,CF-ItemKNN,0.8109658354360803,0.9545454545454546,0.7628787878787878,22
999,40,heavy,CF-ItemKNN,0.7920415491534012,1.0,0.7257575757575757,22
2024,40,heavy,CF-ItemKNN,0.7733145656130689,0.9545454545454546,0.7155303030303031,22
555,40,heavy,CF-ItemKNN,0.8628202567141269,0.9545454545454546,0.8337662337662337,22
42,40,cold,CF-SimpleX,0.757331804883113,0.953125,0.6910342261904762,64
123,40,cold,CF-SimpleX,0.6858198495295008,0.9193548387096774,0.6107462877624169,62
999,40,cold,CF-SimpleX,0.680847194686648,0.96875,0.5892051091269841,64
2024,40,cold,CF-SimpleX,0.7145583572426701,0.984375,0.626624503968254,64
555,40,cold,CF-SimpleX,0.7558149656955103,0.9523809523809523,0.6910430839002268,63
42,40,mid,CF-SimpleX,0.6906530260999967,0.9428571428571428,0.6114172335600907,70
123,40,mid,CF-SimpleX,0.6380605158815917,0.9142857142857143,0.549263038548753,70
999,40,mid,CF-SimpleX,0.6808933614649015,0.9142857142857143,0.6046598639455782,70
2024,40,mid,CF-SimpleX,0.6941835643905516,0.9130434782608695,0.6221359558316081,69
555,40,mid,CF-SimpleX,0.6337227271642748,0.9142857142857143,0.5432312925170067,70
42,40,heavy,CF-SimpleX,0.5965996007304682,0.9090909090909091,0.49707792207792206,22
123,40,heavy,CF-SimpleX,0.6432567456437925,0.8636363636363636,0.5734126984126984,22
999,40,heavy,CF-SimpleX,0.7485238577657927,0.9545454545454546,0.6823232323232324,22
2024,40,heavy,CF-SimpleX,0.6848765944499939,1.0,0.5806818181818181,22
555,40,heavy,CF-SimpleX,0.6370909947274579,0.8181818181818182,0.5757575757575757,22
42,40,cold,POP-Global,0.1771938432371804,0.3125,0.13640252976190476,64
123,40,cold,POP-Global,0.2489152519533824,0.43548387096774194,0.19269713261648747,62
999,40,cold,POP-Global,0.1928714499889354,0.40625,0.13000992063492064,64
2024,40,cold,POP-Global,0.19958408979265002,0.375,0.14719122023809522,64
555,40,cold,POP-Global,0.2551393022588208,0.42857142857142855,0.20234945830183926,63
42,40,mid,POP-Global,0.29078081356535174,0.5428571428571428,0.21499433106575963,70
123,40,mid,POP-Global,0.21050067814757192,0.42857142857142855,0.14421768707482996,70
999,40,mid,POP-Global,0.2682044721360579,0.5,0.19699546485260772,70
2024,40,mid,POP-Global,0.21911440739166327,0.43478260869565216,0.1542673107890499,69
555,40,mid,POP-Global,0.2462162262211042,0.45714285714285713,0.1821315192743764,70
42,40,heavy,POP-Global,0.31587716153931106,0.5454545454545454,0.24606782106782107,22
123,40,heavy,POP-Global,0.24283163255098267,0.5,0.16325757575757577,22
999,40,heavy,POP-Global,0.2700920536254401,0.45454545454545453,0.21111111111111108,22
2024,40,heavy,POP-Global,0.2401832491052301,0.5,0.16071428571428567,22
555,40,heavy,POP-Global,0.45590511272056583,0.7727272727272727,0.35925324675324677,22
42,40,cold,POP-Context,0.1771938432371804,0.3125,0.13640252976190476,64
123,40,cold,POP-Context,0.2489152519533824,0.43548387096774194,0.19269713261648747,62
999,40,cold,POP-Context,0.1928714499889354,0.40625,0.13000992063492064,64
2024,40,cold,POP-Context,0.19958408979265002,0.375,0.14719122023809522,64
555,40,cold,POP-Context,0.2551393022588208,0.42857142857142855,0.20234945830183926,63
42,40,mid,POP-Context,0.29078081356535174,0.5428571428571428,0.21499433106575963,70
123,40,mid,POP-Context,0.21050067814757192,0.42857142857142855,0.14421768707482996,70
999,40,mid,POP-Context,0.2682044721360579,0.5,0.19699546485260772,70
2024,40,mid,POP-Context,0.21911440739166327,0.43478260869565216,0.1542673107890499,69
555,40,mid,POP-Context,0.2462162262211042,0.45714285714285713,0.1821315192743764,70
42,40,heavy,POP-Context,0.31587716153931106,0.5454545454545454,0.24606782106782107,22
123,40,heavy,POP-Context,0.24283163255098267,0.5,0.16325757575757577,22
999,40,heavy,POP-Context,0.2700920536254401,0.45454545454545453,0.21111111111111108,22
2024,40,heavy,POP-Context,0.2401832491052301,0.5,0.16071428571428567,22
555,40,heavy,POP-Context,0.45590511272056583,0.7727272727272727,0.35925324675324677,22
42,40,cold,Hybrid-WeightedSum,0.8929976740478283,1.0,0.8572916666666667,64
123,40,cold,Hybrid-WeightedSum,0.8799597332112242,0.9838709677419355,0.8446236559139785,62
999,40,cold,Hybrid-WeightedSum,0.9125123469174439,1.0,0.8834635416666666,64
2024,40,cold,Hybrid-WeightedSum,0.9267077739955403,1.0,0.9010416666666666,64
555,40,cold,Hybrid-WeightedSum,0.9272461630952413,0.9682539682539683,0.9126984126984127,63
42,40,mid,Hybrid-WeightedSum,0.875722335049121,0.9857142857142858,0.839047619047619,70
123,40,mid,Hybrid-WeightedSum,0.8893590116754414,1.0,0.852891156462585,70
999,40,mid,Hybrid-WeightedSum,0.9147005560015121,1.0,0.8859523809523809,70
2024,40,mid,Hybrid-WeightedSum,0.8871773641667795,0.9710144927536232,0.8596618357487922,69
555,40,mid,Hybrid-WeightedSum,0.9185091993136142,1.0,0.8909523809523808,70
42,40,heavy,Hybrid-WeightedSum,0.869236937422259,1.0,0.8257575757575758,22
123,40,heavy,Hybrid-WeightedSum,0.8595714464327441,0.9545454545454546,0.8272727272727273,22
999,40,heavy,Hybrid-WeightedSum,0.8699513952533408,1.0,0.8276515151515152,22
2024,40,heavy,Hybrid-WeightedSum,0.8847353268710538,1.0,0.8481060606060605,22
555,40,heavy,Hybrid-WeightedSum,0.9237939008539894,1.0,0.8977272727272727,22
42,40,cold,Hybrid-WeightedProduct,0.8167488271510494,0.890625,0.7921875,64
123,40,cold,Hybrid-WeightedProduct,0.8491116860196827,0.9838709677419355,0.8037634408602151,62
999,40,cold,Hybrid-WeightedProduct,0.8821043653762423,1.0,0.8430989583333333,64
2024,40,cold,Hybrid-WeightedProduct,0.8971329417968782,0.96875,0.8723958333333333,64
555,40,cold,Hybrid-WeightedProduct,0.8604484783730175,0.9047619047619048,0.8458994708994708,63
42,40,mid,Hybrid-WeightedProduct,0.8880673456911647,0.9714285714285714,0.86,70
123,40,mid,Hybrid-WeightedProduct,0.8714257099563169,1.0,0.8292857142857143,70
999,40,mid,Hybrid-WeightedProduct,0.8932408262709912,0.9857142857142858,0.861904761904762,70
2024,40,mid,Hybrid-WeightedProduct,0.8899276097898903,0.9710144927536232,0.863664596273292,69
555,40,mid,Hybrid-WeightedProduct,0.9344113020674064,1.0,0.9119047619047619,70
42,40,heavy,Hybrid-WeightedProduct,0.8129578241105736,0.9545454545454546,0.7651515151515151,22
123,40,heavy,Hybrid-WeightedProduct,0.8536200939976779,0.9545454545454546,0.8196969696969696,22
999,40,heavy,Hybrid-WeightedProduct,0.8655267032197016,1.0,0.8227813852813852,22
2024,40,heavy,Hybrid-WeightedProduct,0.8664487523096611,1.0,0.8262626262626264,22
555,40,heavy,Hybrid-WeightedProduct,0.8252113076298767,0.9090909090909091,0.7954545454545454,22
42,40,cold,Hybrid-RRF,0.7368471653345139,1.0,0.6514322916666667,64
123,40,cold,Hybrid-RRF,0.7578631483884556,0.9838709677419355,0.6856822836661547,62
999,40,cold,Hybrid-RRF,0.7246925317711126,0.984375,0.6399925595238095,64
2024,40,cold,Hybrid-RRF,0.7457577659185259,1.0,0.6618675595238095,64
555,40,cold,Hybrid-RRF,0.7559817940558409,0.9682539682539683,0.6846560846560847,63
42,40,mid,Hybrid-RRF,0.815390876506443,0.9857142857142858,0.7594217687074829,70
123,40,mid,Hybrid-RRF,0.7632300062539035,0.9857142857142858,0.6901360544217688,70
999,40,mid,Hybrid-RRF,0.8242214728345236,0.9857142857142858,0.7708503401360544,70
2024,40,mid,Hybrid-RRF,0.7624941633211371,0.9710144927536232,0.6936335403726709,69
555,40,mid,Hybrid-RRF,0.7700639868326848,1.0,0.6942063492063492,70
42,40,heavy,Hybrid-RRF,0.7484823357794219,1.0,0.6670995670995671,22
123,40,heavy,Hybrid-RRF,0.6742514204232731,0.9090909090909091,0.5962121212121212,22
999,40,heavy,Hybrid-RRF,0.7438276422322755,0.9545454545454546,0.6761363636363636,22
2024,40,heavy,Hybrid-RRF,0.7571855610583248,0.9545454545454546,0.6933621933621933,22
555,40,heavy,Hybrid-RRF,0.8448852595542952,1.0,0.7943722943722943,22
42,40,cold,Hybrid-ReliabilityGate,0.8395302310587374,1.0,0.7861979166666666,64
123,40,cold,Hybrid-ReliabilityGate,0.8487910681325902,0.9838709677419355,0.8024193548387096,62
999,40,cold,Hybrid-ReliabilityGate,0.816676946866849,1.0,0.7548611111111112,64
2024,40,cold,Hybrid-ReliabilityGate,0.8514705698538927,1.0,0.80078125,64
555,40,cold,Hybrid-ReliabilityGate,0.8651084698560458,0.9682539682539683,0.8293650793650794,63
42,40,mid,Hybrid-ReliabilityGate,0.8585023475557377,0.9857142857142858,0.8164285714285714,70
123,40,mid,Hybrid-ReliabilityGate,0.8299146582530469,1.0,0.773922902494331,70
999,40,mid,Hybrid-ReliabilityGate,0.8816276129107874,0.9857142857142858,0.8461904761904762,70
2024,40,mid,Hybrid-ReliabilityGate,0.8408841634961038,0.9710144927536232,0.798567977915804,69
555,40,mid,Hybrid-ReliabilityGate,0.8916032102877758,1.0,0.8560090702947847,70
42,40,heavy,Hybrid-ReliabilityGate,0.8085292277250432,1.0,0.7458333333333332,22
123,40,heavy,Hybrid-ReliabilityGate,0.8366877963894921,0.9545454545454546,0.8,22
999,40,heavy,Hybrid-ReliabilityGate,0.8070647985465094,1.0,0.7436868686868686,22
2024,40,heavy,Hybrid-ReliabilityGate,0.8013778729959843,0.9545454545454546,0.7522727272727271,22
555,40,heavy,Hybrid-ReliabilityGate,0.8858173682359373,1.0,0.8474025974025974,22
all,40,cold,CBF-multilingual-e5-large-instruct,0.8841467028186865,0.9873817034700315,0.849723348855841,317
all,40,mid,CBF-multilingual-e5-large-instruct,0.8822482388565189,0.9856733524355301,0.8477191067448946,349
all,40,heavy,CBF-multilingual-e5-large-instruct,0.8782190575196037,0.990909090909091,0.8415367965367966,110
all,40,cold,CBF-bge-m3,0.8878223440527601,0.9842271293375394,0.8562690901807621,317
all,40,mid,CBF-bge-m3,0.8558297017905284,0.9799426934097422,0.8152874425797062,349
all,40,heavy,CBF-bge-m3,0.8700917034504556,0.990909090909091,0.8306565656565656,110
all,40,cold,CBF-SCT-KD-model-phayathaibert,0.8055880487252263,0.9716088328075709,0.7507698663061438,317
all,40,mid,CBF-SCT-KD-model-phayathaibert,0.8028955981318403,0.9541547277936963,0.7539079910856414,349
all,40,heavy,CBF-SCT-KD-model-phayathaibert,0.7445131205278768,0.9454545454545454,0.6793506493506494,110
all,40,cold,CBF-wangchanberta-base-att-spm-uncased,0.7986199445021299,0.9716088328075709,0.7430111161183717,317
all,40,mid,CBF-wangchanberta-base-att-spm-uncased,0.7597450097539334,0.9541547277936963,0.6973973256924546,349
all,40,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7442113877562504,0.9727272727272728,0.671875901875902,110
all,40,cold,CF-EASE_R,0.6787335319858319,0.943217665615142,0.5938861348955986,317
all,40,mid,CF-EASE_R,0.6065015573313476,0.8825214899713467,0.5201061991176604,349
all,40,heavy,CF-EASE_R,0.5944623101870637,0.8818181818181818,0.5037121212121213,110
all,40,cold,CF-BiasedMF,0.5990936033889616,0.9211356466876972,0.4976991637874918,317
all,40,mid,CF-BiasedMF,0.5037028750473249,0.8051575931232091,0.41112361850184204,349
all,40,heavy,CF-BiasedMF,0.4718638543956882,0.7272727272727273,0.39412698412698416,110
all,40,cold,CF-BiasedMF-BPR,0.4191059705063654,0.7255520504731862,0.3228431225276651,317
all,40,mid,CF-BiasedMF-BPR,0.42074947597377854,0.7707736389684814,0.31227657252012553,349
all,40,heavy,CF-BiasedMF-BPR,0.33076168077321777,0.6363636363636364,0.23961038961038958,110
all,40,cold,CF-ItemKNN,0.814362055411462,0.9747634069400631,0.7610773121025487,317
all,40,mid,CF-ItemKNN,0.7822257539844388,0.9541547277936963,0.7256390139627962,349
all,40,heavy,CF-ItemKNN,0.7913524687465259,0.9636363636363636,0.7355411255411255,110
all,40,cold,CF-SimpleX,0.7189664490398794,0.9558359621451105,0.6417705673226178,317
all,40,mid,CF-SimpleX,0.6674261893573111,0.9197707736389685,0.5860383408377677,349
all,40,heavy,CF-SimpleX,0.6620695586635008,0.9090909090909091,0.5818506493506493,110
all,40,cold,POP-Global,0.21439773557292255,0.3911671924290221,0.16140653948224926,317
all,40,mid,POP-Global,0.24704311580209387,0.47277936962750716,0.17859075817528539,349
all,40,heavy,POP-Global,0.304977841908306,0.5545454545454546,0.22808080808080808,110
all,40,cold,POP-Context,0.21439773557292255,0.3911671924290221,0.16140653948224926,317
all,40,mid,POP-Context,0.24704311580209387,0.47277936962750716,0.17859075817528539,349
all,40,heavy,POP-Context,0.304977841908306,0.5545454545454546,0.22808080808080808,110
all,40,cold,Hybrid-WeightedSum,0.9079998442005935,0.9905362776025236,0.8799421661409043,317
all,40,mid,Hybrid-WeightedSum,0.8971221067916504,0.9914040114613181,0.8657183790421612,349
all,40,heavy,Hybrid-WeightedSum,0.8814578013666773,0.990909090909091,0.8453030303030302,110
all,40,cold,Hybrid-WeightedProduct,0.8611870386986351,0.9495268138801262,0.8315983175604627,317
all,40,mid,Hybrid-WeightedProduct,0.8954302806719596,0.9856733524355301,0.8653568017464864,349
all,40,heavy,Hybrid-WeightedProduct,0.844752936253498,0.9636363636363636,0.8058694083694085,110
all,40,cold,Hybrid-RRF,0.7441053812591418,0.9873817034700315,0.6645310700515747,317
all,40,mid,Hybrid-RRF,0.7871505479630009,0.9856733524355301,0.7217298858416338,349
all,40,heavy,Hybrid-RRF,0.7537264438095179,0.9636363636363636,0.6854365079365079,110
all,40,cold,Hybrid-ReliabilityGate,0.8442216267603726,0.9905362776025236,0.7945671223273747,317
all,40,mid,Hybrid-ReliabilityGate,0.8605626226697578,0.9885386819484241,0.818280120070951,349
all,40,heavy,Hybrid-ReliabilityGate,0.827895412778593,0.9818181818181818,0.7778391053391054,110
42,80,cold,CBF-multilingual-e5-large-instruct,0.8785640810441924,0.96875,0.8486979166666666,64
123,80,cold,CBF-multilingual-e5-large-instruct,0.8921278325139999,0.984375,0.8606770833333333,64
999,80,cold,CBF-multilingual-e5-large-instruct,0.9040318873131079,1.0,0.87109375,64
2024,80,cold,CBF-multilingual-e5-large-instruct,0.8786568381298147,0.984375,0.84296875,64
555,80,cold,CBF-multilingual-e5-large-instruct,0.9151947229157837,1.0,0.88671875,64
42,80,mid,CBF-multilingual-e5-large-instruct,0.8328772659135659,0.9857142857142858,0.7815646258503401,70
123,80,mid,CBF-multilingual-e5-large-instruct,0.8728944343013829,0.9714285714285714,0.8396825396825397,70
999,80,mid,CBF-multilingual-e5-large-instruct,0.8790540634972868,0.9714285714285714,0.8480952380952381,70
2024,80,mid,CBF-multilingual-e5-large-instruct,0.8509287339356586,0.9714285714285714,0.8120634920634922,70
555,80,mid,CBF-multilingual-e5-large-instruct,0.8653317361625672,0.9714285714285714,0.8296428571428572,70
42,80,heavy,CBF-multilingual-e5-large-instruct,0.878339355399444,1.0,0.837121212121212,22
123,80,heavy,CBF-multilingual-e5-large-instruct,0.7203872440369133,0.9523809523809523,0.6444444444444444,21
999,80,heavy,CBF-multilingual-e5-large-instruct,0.8305420426212344,1.0,0.7742424242424242,22
2024,80,heavy,CBF-multilingual-e5-large-instruct,0.8842907078345102,1.0,0.8446969696969696,22
555,80,heavy,CBF-multilingual-e5-large-instruct,0.7642121476358842,0.9545454545454546,0.7041666666666667,22
42,80,cold,CBF-bge-m3,0.8944682756777487,0.984375,0.8659040178571429,64
123,80,cold,CBF-bge-m3,0.8650698423162456,0.984375,0.8246527777777778,64
999,80,cold,CBF-bge-m3,0.8951640316080347,0.96875,0.8703125,64
2024,80,cold,CBF-bge-m3,0.9005323215352345,0.984375,0.8723958333333333,64
555,80,cold,CBF-bge-m3,0.8916366427551314,0.984375,0.8606770833333334,64
42,80,mid,CBF-bge-m3,0.8106340983221809,0.9857142857142858,0.7527380952380952,70
123,80,mid,CBF-bge-m3,0.8280262166510058,0.9571428571428572,0.7862244897959183,70
999,80,mid,CBF-bge-m3,0.8489442607496456,0.9571428571428572,0.8130952380952382,70
2024,80,mid,CBF-bge-m3,0.8679954373043499,0.9857142857142858,0.8291836734693878,70
555,80,mid,CBF-bge-m3,0.8662304723825316,0.9714285714285714,0.8320238095238095,70
42,80,heavy,CBF-bge-m3,0.8480363250964136,0.9545454545454546,0.8133116883116883,22
123,80,heavy,CBF-bge-m3,0.7642258691583015,0.9523809523809523,0.7063492063492063,21
999,80,heavy,CBF-bge-m3,0.7779770678639975,0.9545454545454546,0.7196969696969697,22
2024,80,heavy,CBF-bge-m3,0.785087497166689,0.9545454545454546,0.7287878787878787,22
555,80,heavy,CBF-bge-m3,0.7658404571284666,0.9090909090909091,0.7196969696969696,22
42,80,cold,CBF-SCT-KD-model-phayathaibert,0.7780065237435425,0.9375,0.7242373511904762,64
123,80,cold,CBF-SCT-KD-model-phayathaibert,0.7772765833341599,0.96875,0.7139756944444444,64
999,80,cold,CBF-SCT-KD-model-phayathaibert,0.834264570947234,0.953125,0.7952008928571428,64
2024,80,cold,CBF-SCT-KD-model-phayathaibert,0.78383910373127,0.96875,0.7224330357142857,64
555,80,cold,CBF-SCT-KD-model-phayathaibert,0.7967640122462063,0.953125,0.7458085317460317,64
42,80,mid,CBF-SCT-KD-model-phayathaibert,0.7878496840849466,0.9714285714285714,0.7284920634920635,70
123,80,mid,CBF-SCT-KD-model-phayathaibert,0.7614809265103382,0.9571428571428572,0.6990022675736961,70
999,80,mid,CBF-SCT-KD-model-phayathaibert,0.8446797062895194,0.9714285714285714,0.80374716553288,70
2024,80,mid,CBF-SCT-KD-model-phayathaibert,0.8091519786994108,1.0,0.7489965986394558,70
555,80,mid,CBF-SCT-KD-model-phayathaibert,0.8242293960240261,0.9428571428571428,0.7862301587301588,70
42,80,heavy,CBF-SCT-KD-model-phayathaibert,0.7686623555236533,0.8636363636363636,0.7363636363636363,22
123,80,heavy,CBF-SCT-KD-model-phayathaibert,0.6883599857857783,0.9047619047619048,0.6190476190476191,21
999,80,heavy,CBF-SCT-KD-model-phayathaibert,0.728058412507551,0.9545454545454546,0.6527777777777778,22
